Death No.,Name,Allegiance,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD
1064,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1072,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1078,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1079,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
1338,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,House Greyjoy,Axe,The Narrow Sea,8,1,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
2033,Lannister soldier,House Lannister,Stark Soldier,House Stark,Axe,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2038,Lannister soldier,House Lannister,Stark Soldier,House Stark,Axe,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2039,Lannister soldier,House Lannister,Stark Soldier,House Stark,Axe,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2049,Lannister soldier,House Lannister,Stark Soldier,House Stark,Axe,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
301,Night's Watch brother,Night's Watch,Night's Watch mutineer,Night's Watch,Axe,Beyond the Wall,4,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
354,Night's Watch brother,Night's Watch,Tormund,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
355,Night's Watch brother,Night's Watch,Tormund,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,0,1,0,1
362,Night's Watch brother,Night's Watch,Thenn raider,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
366,Night's Watch brother,Night's Watch,Styr,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
367,Night's Watch brother,Night's Watch,Styr,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
368,Night's Watch brother,Night's Watch,Styr,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
375,Night's Watch brother,Night's Watch,Wildling,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0
386,Night's Watch brother,Night's Watch,Tormund,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
404,Night's Watch brother,Night's Watch,Styr,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
412,Night's Watch brother,Night's Watch,Styr,Free Folk,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,1,1,0,0
288,Olly's mum,Smallfolk,Styr,Free Folk,Axe,The Gift,4,3,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0
332,Peasant,Smallfolk,Styr,Free Folk,Axe,Mole's Town,4,8,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,1,1,1,1,1
333,Peasant,Smallfolk,Styr,Free Folk,Axe,Mole's Town,4,8,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
338,Ralf Kenning,House Greyjoy,Greyjoy soldier,House Greyjoy,Axe,Moat Cailin,4,8,300,5,20,4,8,0,1,1,0,1,0,0,0,0,0,0,0
372,Wildling,Free Folk,Night's Watch brother,Night's Watch,Axe,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
427,Wildling,Free Folk,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,Beyond the Wall,4,10,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
513,Wildling,Free Folk,Wight,White Walkers,Axe,Hardhome,5,8,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
516,Wildling,Free Folk,Wight,White Walkers,Axe,Hardhome,5,8,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,1,1,0,0
521,Wildling,Free Folk,Wight,White Walkers,Axe,Hardhome,5,8,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,1,1,1,0,1
527,Wildling,Free Folk,Wight,White Walkers,Axe,Hardhome,5,8,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
528,Wildling,Free Folk,Wight,White Walkers,Axe,Hardhome,5,8,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,1,0,1,1,0
531,Wildling,Free Folk,Wight,White Walkers,Axe,Hardhome,5,8,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
378,Wildling,Free Folk,Night's Watch brother,Night's Watch,Barrel,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,1,1,1,0,0
379,Wildling,Free Folk,Night's Watch brother,Night's Watch,Barrel,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,1,1
380,Wildling,Free Folk,Night's Watch brother,Night's Watch,Barrel,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,1,1,0,0,0
381,Wildling,Free Folk,Night's Watch brother,Night's Watch,Barrel,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
382,Wildling,Free Folk,Night's Watch brother,Night's Watch,Barrel,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
383,Wildling,Free Folk,Night's Watch brother,Night's Watch,Barrel,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
384,Wildling,Free Folk,Night's Watch brother,Night's Watch,Barrel,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
818,Peasant,Smallfolk,Cersei Lannister,House Lannister,Bell,King's Landing,6,10,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
169,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Club,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
120,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Blunt object,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
13,Stark soldier,House Stark,Tribesman,None,Knife,Eastern Road,1,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
143,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Rock,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
160,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Rock,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
161,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Rock,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
195,Bannen,Night's Watch,None,None,Broken foot,Beyond the Wall,3,4,299,3,33,3,3,0,1,-1,-1,1,0,0,0,0,0,0,0
397,Night's Watch brother,Night's Watch,None,None,Burning oil,The Wall,4,9,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
388,Wildling,Free Folk,Night's Watch brother,Night's Watch,Burning oil,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
389,Wildling,Free Folk,Night's Watch brother,Night's Watch,Burning oil,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
390,Wildling,Free Folk,Night's Watch brother,Night's Watch,Burning oil,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
391,Wildling,Free Folk,Night's Watch brother,Night's Watch,Burning oil,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
392,Wildling,Free Folk,Night's Watch brother,Night's Watch,Burning oil,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
393,Wildling,Free Folk,Night's Watch brother,Night's Watch,Burning oil,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
394,Wildling,Free Folk,Night's Watch brother,Night's Watch,Burning oil,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
374,Wildling,Free Folk,Night's Watch brother,Night's Watch,Knife,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
663,Meereen citizen,None,The Masters Soldier,The Masters,Catapult,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
664,Meereen citizen,None,The Masters Soldier,The Masters,Catapult,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
665,Meereen citizen,None,The Masters Soldier,The Masters,Catapult,Meereen,6,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
1322,Benjen Stark,House Stark,Wight,White Walkers,Claws,Beyond the Wall,7,6,298,1,24,1,4,1,1,-1,-1,1,0,0,0,0,0,0,0
1320,Stark Soldier,House Stark,Wight,White Walkers,Claws,Beyond the Wall,7,6,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
1318,Thoros,Brotherhood Without Banners,Undead Polar Bear,Animal,Claws,Beyond the Wall,7,6,-1,-1,-1,-1,-1,0,1,-1,-1,1,0,1,0,0,0,0,0
572,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Claws,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
573,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Claws,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1360,Mormont Soldier,House Mormont,Giant Wight,White Walkers,Club,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
1361,Mormont Soldier,House Mormont,Giant Wight,White Walkers,Club,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
1362,Mormont Soldier,House Mormont,Giant Wight,White Walkers,Club,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
1363,Mormont Soldier,House Mormont,Giant Wight,White Walkers,Club,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
1364,Mormont Soldier,House Mormont,Giant Wight,White Walkers,Club,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
1365,Mormont Soldier,House Mormont,Giant Wight,White Walkers,Club,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0
1366,Mormont Soldier,House Mormont,Giant Wight,White Walkers,Club,Winterfell,8,3,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,1,0,0,0
996,Lothar Frey,House Frey,Arya Stark,House Stark,Knife,The Twins,6,10,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,1,1,1,1
997,Walder Rivers,House Frey,Arya Stark,House Stark,Knife,The Twins,6,10,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,1,0,1
616,Bolton heir,House Bolton,Ramsay Bolton,House Bolton,Dogs,Winterfell,6,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,1,1,1,1
280,Tansy,Smallfolk,Ramsay Bolton,House Bolton,Dogs,Dreadfort,4,2,-1,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0
615,Walda Frey,House Bolton,Ramsay Bolton,House Bolton,Dogs,Winterfell,6,2,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0
1311,Dickon Tarly,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,5,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0
320,Goat,Animal,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,4,6,-1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,0,0,0,0
1774,Golden Company horse,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1405,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1406,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1407,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1408,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1409,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1410,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1411,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1412,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1413,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1414,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1415,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1416,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1417,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1418,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1419,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1420,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1421,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1422,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1423,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1424,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1425,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1426,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1427,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1428,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1429,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1430,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1431,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1432,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1433,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1434,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1435,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1436,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1437,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1438,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1439,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1440,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1441,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1442,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1443,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1444,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1445,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1446,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1447,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1448,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1449,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1450,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1451,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1452,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1453,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1454,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1455,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1456,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1457,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1458,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1459,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1460,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1461,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1462,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1463,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1464,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1465,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1466,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1467,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1468,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1469,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1470,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1471,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1472,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1473,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1474,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1475,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1476,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1477,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1478,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1479,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1480,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
