Death No.,Killed_chord,Name,Allegiance,Killer_chord,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD,LocationX,LocationY
130,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
131,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
132,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
133,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
134,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
135,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
136,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
137,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
138,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
139,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
140,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
141,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
142,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
143,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Rock,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
144,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
145,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
146,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
147,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
148,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
149,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,The Hound,The Hound,House Lannister,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
150,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
151,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,The Hound,The Hound,House Lannister,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
152,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
153,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Axe,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
154,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Hands,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
155,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Bronn,Bronn,House Lannister,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
156,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Bronn,Bronn,House Lannister,Knife,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
157,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Fire,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
158,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Stannis Baratheon,Stannis Baratheon,House Baratheon of Dragonstone,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
159,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Stannis Baratheon,Stannis Baratheon,House Baratheon of Dragonstone,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
160,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Rock,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
161,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Rock,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
162,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
163,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
164,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Tyrion Lannister,Tyrion Lannister,House Lannister,Axe,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
165,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
166,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Unknown,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
167,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
168,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Stannis Baratheon,Stannis Baratheon,House Baratheon of Dragonstone,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
169,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Club,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
170,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Stannis Baratheon,Stannis Baratheon,House Baratheon of Dragonstone,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
171,Others,Mandon Moore,None,Podrick Payne,Podrick Payne,House Lannister,Spear,King's Landing,2,9,299,2,61,2,9,1,1,1,1,1,0,0,1,1,0,0,0,440,1050
172,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
173,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Unknown,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
174,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Loras Tyrell,Loras Tyrell,House Tyrell,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
175,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Loras Tyrell,Loras Tyrell,House Tyrell,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
176,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Loras Tyrell,Loras Tyrell,House Tyrell,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
177,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Lannisters,Lannister soldier,House Lannister,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
178,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Loras Tyrell,Loras Tyrell,House Tyrell,Sword,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,440,1050
179,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
180,Other Baratheons of Dragonstone,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Other Baratheons of King's Landing,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,440,1050
181,Other Starks,Stark soldier,House Stark,Brienne of Tarth,Brienne of Tarth,House Tarth,Sword,Unknown,2,10,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1
182,Other Starks,Stark soldier,House Stark,Brienne of Tarth,Brienne of Tarth,House Tarth,Sword,Unknown,2,10,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1
183,Other Starks,Stark soldier,House Stark,Brienne of Tarth,Brienne of Tarth,House Tarth,Sword,Unknown,2,10,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1
184,Other Starks,Maester Luwin,House Stark,Other Starks,Osha,House Stark,Knife,Winterfell,2,10,299,2,69,2,10,1,0,0,0,1,0,0,1,1,0,0,0,283,447
185,Pyat Pree,Pyat Pree,Warlocks of Qarth,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Qarth,2,10,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,1,0,0,0,1876,1583
186,Night's Watch,Qhorin Halfhand,Night's Watch,Jon Snow,Jon Snow,House Stark,Sword,Beyond the Wall,2,10,299,2,68,2,10,0,1,1,1,1,0,0,0,1,0,0,0,302,155
187,The Thirteen,Xaro Xhoan Daxos,The Thirteen,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Sealed into vault,Qarth,2,10,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,1,0,0,1,1876,1583
188,Other Targaryens,Doreah,House Targaryen,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Sealed into vault,Qarth,2,10,299,2,12,2,1,0,0,0,1,1,0,0,1,1,0,0,0,1876,1583
189,Animals,Manticore,Animal,Barristan Selmy,Barristan Selmy,House Targaryen,Knife,Astapor,3,1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0,1560,1468
190,Hoster Tully,Hoster Tully,House Tully,Others,None,None,Illness,Riverrun,3,2,299,3,35,3,3,1,1,-1,-1,1,0,0,1,1,1,0,0,307,859
191,Other Boltons,Bolton soldier,House Bolton,Ramsay Bolton,Ramsay Bolton,House Bolton,Arrow,Dreadfort,3,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,468,411
192,Other Boltons,Bolton soldier,House Bolton,Ramsay Bolton,Ramsay Bolton,House Bolton,Arrow,Dreadfort,3,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,468,411
193,Other Boltons,Bolton soldier,House Bolton,Ramsay Bolton,Ramsay Bolton,House Bolton,Arrow,Dreadfort,3,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,468,411
194,Other Boltons,Bolton soldier,House Bolton,Ramsay Bolton,Ramsay Bolton,House Bolton,Arrow,Dreadfort,3,3,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,468,411
195,Night's Watch,Bannen,Night's Watch,Others,None,None,Broken foot,Beyond the Wall,3,4,299,3,33,3,3,0,1,-1,-1,1,0,0,0,0,1,0,0,302,155
196,Night's Watch,Craster,Night's Watch,Night's Watch,Karl Tanner,Night's Watch,Knife,Beyond the Wall,3,4,299,3,33,3,3,0,1,1,0,1,0,0,0,1,1,0,0,302,155
197,Night's Watch,Jeor Mormont,Night's Watch,Night's Watch,Rast,Night's Watch,Knife,Beyond the Wall,3,4,299,3,33,3,3,1,1,1,0,1,0,0,1,1,1,0,0,302,155
198,Beric Dondarrion,Beric Dondarrion,Brotherhood Without Banners,The Hound,The Hound,House Clegane,Sword,Hollow Hill,3,4,300,4,27,6,6,1,1,1,1,1,0,0,1,0,1,0,0,263,861
199,Masters,Astapor slaver,Good Masters,Unsullied,Unsullied Soldier,House Targaryen,Spear,Astapor,3,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1560,1468
200,Masters,Astapor slaver,Good Masters,Unsullied,Unsullied Soldier,House Targaryen,Spear,Astapor,3,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1560,1468
201,Masters,Kraznys mo Nakloz,Good Masters,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Astapor,3,4,299,3,27,3,4,1,1,0,1,1,0,0,0,0,1,0,0,1560,1468
202,Masters,Astapor soldier,Good Masters,Unsullied,Unsullied Soldier,House Targaryen,Spear,Astapor,3,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1560,1468
203,Masters,Astapor soldier,Good Masters,Unsullied,Unsullied Soldier,House Targaryen,Spear,Astapor,3,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1560,1468
204,Masters,Astapor soldier,Good Masters,Unsullied,Unsullied Soldier,House Targaryen,Spear,Astapor,3,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1560,1468
205,Masters,Astapor slaver,Good Masters,Unsullied,Unsullied Soldier,House Targaryen,Spear,Astapor,3,4,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1560,1468
206,Other Starks,Stark soldier,House Stark,Others,Karstark soldier,House Karstark,Sword,Riverrun,3,5,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,307,859
207,Other Lannisters,Willem Lannister,House Lannister,Others,Karstark soldier,House Karstark,Unknown,Riverrun,3,5,299,3,20,3,5,1,1,1,0,1,0,0,0,0,1,0,0,307,859
208,Other Lannisters,Martyn Lannister,House Lannister,Other Starks,Rickard Karstark,House Stark,Knife,Riverrun,3,5,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,307,859
209,Other Starks,Rickard Karstark,House Stark,Robb Stark,Robb Stark,House Stark,Sword,Riverrun,3,5,299,3,20,3,5,1,1,1,1,1,0,0,1,1,1,0,0,307,859
210,Wildlings,Wildling,Free Folk,Others,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,386,229
211,Wildlings,Wildling,Free Folk,Others,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,386,229
212,Wildlings,Wildling,Free Folk,Others,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,386,229
213,Wildlings,Wildling,Free Folk,Others,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,386,229
214,Wildlings,Wildling,Free Folk,Others,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,386,229
215,Wildlings,Wildling,Free Folk,Others,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,386,229
216,Other Baelishes,Ros,House Baelish,Joffrey Baratheon,Joffrey Baratheon,House Lannister,Arrow,King's Landing,3,6,-1,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,440,1050
217,Animals,Leech,Animal,Stannis Baratheon,Stannis Baratheon,House Baratheon of Dragonstone,Fire,Dragonstone,3,8,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0,573,977
218,Animals,Leech,Animal,Stannis Baratheon,Stannis Baratheon,House Baratheon of Dragonstone,Fire,Dragonstone,3,8,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0,573,977
219,Animals,Leech,Animal,Stannis Baratheon,Stannis Baratheon,House Baratheon of Dragonstone,Fire,Dragonstone,3,8,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0,573,977
220,Others,Mero,None,Daario Naharis,Daario Naharis,House Targaryen,Unknown,Yunkai,3,8,299,3,57,4,1,0,1,1,0,1,0,0,0,0,1,0,0,1589,1396
221,Others,Prendahl na Ghezn,None,Daario Naharis,Daario Naharis,House Targaryen,Unknown,Yunkai,3,8,299,3,42,3,8,0,1,1,0,1,0,0,0,0,1,0,0,1589,1396
222,Others,White Walker,None,Sam Tarly,Sam Tarly,Night's Watch,Dragonglass,Beyond the Wall,3,8,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,302,155
223,Night's Watch,Horse breeder,Night's Watch,Ygritte,Ygritte,Free Folk,Arrow,The Gift,3,9,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,453,263
224,Wildlings,Wildling,Free Folk,Jon Snow,Jon Snow,House Stark,Sword,The Gift,3,9,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,453,263
225,Wildlings,Wildling,Free Folk,Animals,Summer,Animal,Teeth,The Gift,3,9,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1,0,0,0,0,0,453,263
226,Wildlings,Wildling,Free Folk,Animals,Shaggydog,Animal,Teeth,The Gift,3,9,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1,0,0,0,0,0,453,263
227,Wildlings,Orell,Free Folk,Jon Snow,Jon Snow,House Stark,Sword,The Gift,3,9,299,2,51,2,6,0,1,1,1,1,0,0,0,1,0,0,0,453,263
228,Masters,Yunkai soldier,Wise Masters,Jorah Mormont,Jorah Mormont,House Targaryen,Sword,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1589,1396
229,Masters,Yunkai soldier,Wise Masters,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
230,Masters,Yunkai soldier,Wise Masters,Grey Worm,Grey Worm,House Targaryen,Spear,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
231,Masters,Yunkai soldier,Wise Masters,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
232,Masters,Yunkai soldier,Wise Masters,Jorah Mormont,Jorah Mormont,House Targaryen,Sword,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1589,1396
233,Masters,Yunkai soldier,Wise Masters,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
234,Masters,Yunkai soldier,Wise Masters,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
235,Masters,Yunkai soldier,Wise Masters,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
236,Masters,Yunkai soldier,Wise Masters,Grey Worm,Grey Worm,House Targaryen,Spear,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
237,Masters,Yunkai soldier,Wise Masters,Daario Naharis,Daario Naharis,House Targaryen,Knife,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
238,Masters,Yunkai soldier,Wise Masters,Daario Naharis,Daario Naharis,House Targaryen,Arakh,Yunkai,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1589,1396
239,Other Starks,Unborn Stark child,House Stark,Lothar Frey,Lothar Frey,House Frey,Knife,The Twins,3,9,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,278,734
240,Other Starks,Talisa Stark,House Stark,Lothar Frey,Lothar Frey,House Frey,Knife,The Twins,3,9,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,278,734
241,Other Starks,Stark soldier,House Stark,Other Freys,Frey soldier,House Frey,Arrow,The Twins,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,278,734
242,Other Starks,Stark soldier,House Stark,Other Freys,Frey soldier,House Frey,Knife,The Twins,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,278,734
243,Other Starks,Stark soldier,House Stark,Other Freys,Frey soldier,House Frey,Arrow,The Twins,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,278,734
244,Other Starks,Stark soldier,House Stark,Other Freys,Frey soldier,House Frey,Arrow,The Twins,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,278,734
245,Other Starks,Stark soldier,House Stark,Other Freys,Frey soldier,House Frey,Knife,The Twins,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,278,734
246,Other Starks,Stark soldier,House Stark,Other Freys,Frey soldier,House Frey,Arrow,The Twins,3,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,278,734
